78015_0324_00009;78015_0324;9;;Rue Frédéric Chopin;78570;78015;Andrésy;;;630150.41;6875414.73;2.045841;48.974876;;;ANDRESY;RUE FREDERIC CHOPIN;inconnue;inconnue
78015_0324_00010;78015_0324;10;;Rue Frédéric Chopin;78570;78015;Andrésy;;;630152.37;6875424.93;2.045866;48.974968;;;ANDRESY;RUE FREDERIC CHOPIN;inconnue;inconnue
78015_0324_00011;78015_0324;11;;Rue Frédéric Chopin;78570;78015;Andrésy;;;630141.87;6875422.61;2.045723;48.974946;;;ANDRESY;RUE FREDERIC CHOPIN;inconnue;inconnue
78015_0324_00012;78015_0324;12;;Rue Frédéric Chopin;78570;78015;Andrésy;;;630145.13;6875431.81;2.045766;48.975029;;;ANDRESY;RUE FREDERIC CHOPIN;inconnue;inconnue
78015_0030_00001;78015_0030;1;;Rue des Barils;78570;78015;Andrésy;;;630831.86;6876037.9;2.055047;48.980553;;;ANDRESY;RUE DES BARILS;inconnue;inconnue
78015_0030_00002;78015_0030;2;;Rue des Barils;78570;78015;Andrésy;;;630846.8;6876025.71;2.055253;48.980445;;;ANDRESY;RUE DES BARILS;inconnue;inconnue
78015_0030_00003;78015_0030;3;;Rue des Barils;78570;78015;Andrésy;;;630765.31;6876067.73;2.054133;48.980814;;;ANDRESY;RUE DES BARILS;inconnue;inconnue
78015_0030_00004;78015_0030;4;;Rue des Barils;78570;78015;Andrésy;;;630791.41;6876046.39;2.054493;48.980625;;;ANDRESY;RUE DES BARILS;inconnue;inconnue
78015_0030_00005;78015_0030;5;;Rue des Barils;78570;78015;Andrésy;;;630778.09;6876052.45;2.05431;48.980678;;;ANDRESY;RUE DES BARILS;inconnue;inconnue
78015_0030_00006;78015_0030;6;;Rue des Barils;78570;78015;Andrésy;;;630803.51;6876048.25;2.054658;48.980643;;;ANDRESY;RUE DES BARILS;inconnue;inconnue
78015_0363_00001;78015_0363;1;;Sente des Garennes;78570;78015;Andrésy;;;630028.82;6874539.05;2.044325;48.966989;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00002;78015_0363;2;;Sente des Garennes;78570;78015;Andrésy;;;630043.27;6874594.92;2.044513;48.967493;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00003;78015_0363;3;;Sente des Garennes;78570;78015;Andrésy;;;629981.87;6874489.46;2.043692;48.966538;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00004;78015_0363;4;;Sente des Garennes;78570;78015;Andrésy;;;630035.43;6874582.78;2.044408;48.967383;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00005;78015_0363;5;;Sente des Garennes;78570;78015;Andrésy;;;629970.07;6874482.37;2.043532;48.966473;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00006;78015_0363;6;;Sente des Garennes;78570;78015;Andrésy;;;630017.89;6874579.77;2.044169;48.967354;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00007;78015_0363;7;;Sente des Garennes;78570;78015;Andrésy;;;629964.21;6874476.21;2.043453;48.966417;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00008;78015_0363;8;;Sente des Garennes;78570;78015;Andrésy;;;630018.92;6874579.76;2.044183;48.967354;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00001_ter;78015_0363;1;ter;Sente des Garennes;78570;78015;Andrésy;;;630008.64;6874528.72;2.044051;48.966894;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0363_00001_bis;78015_0363;1;bis;Sente des Garennes;78570;78015;Andrésy;;;630016.86;6874530.74;2.044163;48.966913;;;ANDRESY;SENTE DES GARENNES;inconnue;inconnue
78015_0725_00001;78015_0725;1;;Sente des Trésorières;78570;78015;Andrésy;;;630883.27;6876816.47;2.055622;48.987559;;;ANDRESY;SENTE DES TRESORIERES;inconnue;inconnue
78015_0725_00002;78015_0725;2;;Sente des Trésorières;78570;78015;Andrésy;;;630882.63;6876824.15;2.055612;48.987628;;;ANDRESY;SENTE DES TRESORIERES;inconnue;inconnue
78015_0725_00003;78015_0725;3;;Sente des Trésorières;78570;78015;Andrésy;;;630886.78;6876828.32;2.055668;48.987666;;;ANDRESY;SENTE DES TRESORIERES;inconnue;inconnue
78015_0725_00004;78015_0725;4;;Sente des Trésorières;78570;78015;Andrésy;;;630898.6;6876800.49;2.055834;48.987417;;;ANDRESY;SENTE DES TRESORIERES;inconnue;inconnue
78015_0066_00001;78015_0066;1;;Impasse des Beauvettes;78570;78015;Andrésy;;;631267.69;6877346.39;2.060788;48.992365;;;ANDRESY;IMPASSE DES BEAUVETTES;inconnue;inconnue
78015_0066_00003;78015_0066;3;;Impasse des Beauvettes;78570;78015;Andrésy;;;631267.43;6877342.61;2.060785;48.992331;;;ANDRESY;IMPASSE DES BEAUVETTES;inconnue;inconnue
78015_0066_00005;78015_0066;5;;Impasse des Beauvettes;78570;78015;Andrésy;;;631260.88;6877308.43;2.060701;48.992023;;;ANDRESY;IMPASSE DES BEAUVETTES;inconnue;inconnue
78015_0066_00017;78015_0066;17;;Impasse des Beauvettes;78570;78015;Andrésy;;;631173.33;6877326.05;2.059502;48.992172;;;ANDRESY;IMPASSE DES BEAUVETTES;inconnue;inconnue
78015_0066_00021;78015_0066;21;;Impasse des Beauvettes;78570;78015;Andrésy;;;631136.51;6877331.16;2.058998;48.992214;;;ANDRESY;IMPASSE DES BEAUVETTES;inconnue;inconnue
78015_0140_00001;78015_0140;1;;Chemin des Charvaux;78570;78015;Andrésy;;;630561.88;6876646.93;2.051259;48.986;;;ANDRESY;CHEMIN DES CHARVAUX;inconnue;inconnue
78015_0140_00002;78015_0140;2;;Chemin des Charvaux;78570;78015;Andrésy;;;630540.96;6876659.75;2.050971;48.986113;;;ANDRESY;CHEMIN DES CHARVAUX;inconnue;inconnue
